Massachusetts Institute of Technology
Max Planck Digital Library
Max Planck Information and Technology
Maynooth University
McGill University
Memorial University of Newfoundland
Miami University
MIT
Montana State University
Montana State University Bozeman
Mount Royal University
National Library of Sweden
National Library of the Netherlands
National University fo Singapore
National University of Singapore
New York University
Norwegian Agency for Shared Services in Education and Research (Sikt)
Nottingham Trent University
NUI Galway
Oberlin College Library
OCUL (15 Canadian institutions) including Brock University, Carleton University, Laurentian University, McMaster University, Nipissing University, Queen's University, Toronto Metropolitan University, Trent University, University of Guelph, University of Ottawa, University of Toronto, University of Waterloo, Western University, Wilfrid Laurier University, York University
Ohio University Libraries
Oklahoma State University
Ontario Tech University
Oxford
paris nanterre
Portland State University
Princeton University Library
Queen Mary University of London
Queen's University of Belfast
Radboud Universiteit
Radboud University Nijmegen
Regensburg University
Riksbankens Jubileumsfond
Roehampton University
Ruhr-Universitaet Bochum
Saarland University and State Library 
Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden
Sächsische Landesbibliothek Staats- und Universitätsbibliothek Dresden 
Sheffield Hallam University
SIKT consortium: 6 institutions (University of South-Eastern Norway,  Molde University College, Norwegian University of Science and Technology, University Of Oslo Library, UiT The Arctic University of Norway and University of Bergen
Simon Fraser University
Skidmore College
Stanford University
Statewide California Electronic Library Consortium (SCELC) Statewide California Electronic Library Consortium (SCELC), 13 universities including Baylor University, Claremont Colleges, Concordia University Texas, Digital Theological Library/Claremont School of Theology, Loyola Marymount University, Mount St. Mary's University, Occidental College, Santa Clara University, Texas Christian University, University of San Diego, University of San Francisco, University of the Pacific, Whittier College
Statewide California Electronic Library Consortium (SCELC), 13 universities including Baylor University, Claremont Colleges, Concordia University Texas, Digital Theological Library/Claremont School of Theology, Loyola Marymount University, Mount St. Mary's University, Occidental College, Santa Clara University, Texas Christian University, University of San Diego, University of San Francisco, University of the Pacific, Whittier College
Statewide California Electronic Library Consortium (SCELC), For the University of San Diego
Stockholm University
Stockholm University Library
Swarthmore College
Syracuse University
Technische Informationsbibliothek (TIB)
Temple University
The Hebrew University of Jerusalem
The Netherlands Organisation for Scientific Research (NWO)
The Open University
The University of Georgia
The University of Manchester
The University of Reading
The University of Sheffield
The University of Texas at Austin
The University of the South-Sewanee
Tilburg University
Trinity University
TU Berlin
TU Braunschweig
TU Braunschweig / Universitätsbibliothek
TU Darmstadt
Tufts University
Tufts University - Tisch Library
Universidade do Minho
Università della Svizzera italiana
Universitaets- und Landesbibliothek Duesseldorf
Universitaetsbibliothek Johann Christian
Universitaetsbibliothek Johann Christian Senckenberg
UNIVERSITÄT BASEL
Universität des Saarlandes
Universität Greifswald
Universität Klagenfurt
Universität Konstanz
Universität Oldenburg
Universität Potsdam
Universität Trier
Universität zu Köln
Universitäts- und Landesbibliothek Bonn
Universitäts- und Landesbibliothek Düsseldorf
Universitätsbibliothek Duisburg-Essen
Universitätsbibliothek Kassel
Universitätsbibliothek Leipzig
Universitätsbibliothek Tübingen
Université  Bordeaux Montaigne
Université catholique de Louvain
Université de Liège
Université de Lille
Université de Lorraine
Universite de Montreal
Université de Montréal
Université de Neuchâtel
Université de Strasbourg
Université Paris 8 - Vincennes - Saint-Denis
Université Paris Nanterre
Universiteit Utrecht
University Arts London
University College Cork
University College Dublin
University College London
University de Lorraine 
University Library of Muenster University
University Library of Muenster University 
University of Aberdeen
University of Alberta
University of Amsterdam
University of Amsterdam Library
University of Amsterdan
University of Antwerp
University of Antwerp 
University of Arizona Libraries
University of Arkansas at Fayetteville
University of Basel
University of Bath
University of Bern
University of Bern 
University of Birmingham
University of Bremen
University of Brighton
University of Bristol
University of British Columbia
University of Cambridge
University of Cologne
University of Cologne 
University of Delaware
University of Dundee
University of Durham
University of East Anglia
University of Edinburgh
University of Essex
University of Exeter
University of Florida-Smathers Library
University Of Florida-Smathers Library
University of Geneva
University of Georgia
University of Ghent 
University of Glasgow
University of Graz
University of Groningen
University of Kansas
University of Lancaster
University of Leeds
University of Leicester
University of Liege
University of Limerick
University of Lisbon
University of Liverpool
University of London - School of Advanced Study
University of Massachusetts Amherst
University of Melbourne
University of Minho
University of Minnesota
University of Newcastle upon Tyne
University of North
University of North Carolina at Chapel Hill
University of North Dakota
University of Northumbria at Newcastle
University of Oklahoma
University of Oregon
University of Paris
University of Pennsylvania
University of Pittsburgh
University of Regensburg
University of Rhode Island
University of Richmond
University of Rochester
University of Salford
University of Salzburg
University of San Diego
University of Saskatchewan
University of South Florida
University of South Florida Libraries
University of Southampton
University of St Andrews
University of St. Gallen Library
University of St.Gallen
University of Stirling
University of Strathclyde
University of Sussex
University of Sydney Library
University of Tennessee Knoxville
University of the Witwatersrand
University of Utah
University of Virginia
University of Warwick
University of Washington
University of Winnipeg
University of York
University of Zurich
University Rostock
University Zurich
Uppsala University
Uppsala University Library
VAC for Glossa
Vienna University
Vienna University Library and Archive Services
Virginia Commonwealth University
Virginia Tech
Vrije Universiteit Amsterdam
Washington and Lee University
Washington University in St. Louis
Wayne State University
Wayne State University Libraries
Wesleyan University
West Virginia University
Western University
Yale University
Zentral- und Hochschulbibliothek Luzern
Zürcher Hochschule der Künste
